"";"trial_index";"task";"subject";"condition2";"type";"category";"rt";"timeout";"memory";"memoryResp";"nr_pres";"memoryCorrect";"cs_selected"
"11562";329;"memory2";"7wwk3b43yt";"many_one";"GSold";"3";"627.5250000180677";"false";"new";0;"13";"correct";"3_2/CS3"
"11565";332;"memory2";"7wwk3b43yt";"many_one";"CS";"3";"788.8050000183284";"false";"old";1;"14";"correct";"3_2/CS7"
"11568";335;"memory2";"7wwk3b43yt";"many_one";"GSold";"4";"1124.1699999663979";"false";"new";0;"15";"correct";"4_2/CS2"
"11571";338;"memory2";"7wwk3b43yt";"many_one";"distractor";NA;"627.3949999595061";"false";"new";0;"16";"correct";"distractor_2/dis1"
"11574";341;"memory2";"7wwk3b43yt";"many_one";"GSold";"1";"745.3450000612065";"false";"new";0;"17";"correct";"1_2/CS7"
"11577";344;"memory2";"7wwk3b43yt";"many_one";"CS";"2";"442.2450000420213";"false";"new";0;"18";"incorrect";"2_2/CS9"
"11580";347;"memory2";"7wwk3b43yt";"many_one";"distractor";NA;"570.0400000205263";"false";"new";0;"19";"correct";"distractor_2/dis4"
"11874";290;"memory2";"7y8fx48gtn";"many_one";"CS";"3";"636.4250000042375";"false";"old";1;"0";"correct";"3_2/CS2"
"11877";293;"memory2";"7y8fx48gtn";"many_one";"GSold";"4";"760.5249999905936";"false";"new";0;"1";"correct";"4_2/CS4"
"11880";296;"memory2";"7y8fx48gtn";"many_one";"distractor";NA;"710.7449999894015";"false";"new";0;"2";"correct";"distractor_2/dis2"
"11883";299;"memory2";"7y8fx48gtn";"many_one";"GSold";"3";"751.2300000234973";"false";"new";0;"3";"correct";"3_2/CS7"
"11886";302;"memory2";"7y8fx48gtn";"many_one";"GSold";"1";"904.8899999761488";"false";"new";0;"4";"correct";"1_2/CS2"
"11889";305;"memory2";"7y8fx48gtn";"many_one";"distractor";NA;"791.1800000001676";"false";"new";0;"5";"correct";"distractor_2/dis3"
"11892";308;"memory2";"7y8fx48gtn";"many_one";"GSold";"2";"1152.1149999753106";"false";"new";0;"6";"correct";"2_2/CS2"
"11895";311;"memory2";"7y8fx48gtn";"many_one";"distractor";NA;"718.1649999984074";"false";"new";0;"7";"correct";"distractor_2/dis1"
"11898";314;"memory2";"7y8fx48gtn";"many_one";"GSold";"1";"821.1899999878369";"false";"new";0;"8";"correct";"1_2/CS9"
"11901";317;"memory2";"7y8fx48gtn";"many_one";"distractor";NA;"671.8800000089686";"false";"new";0;"9";"correct";"distractor_2/dis4"
"11904";320;"memory2";"7y8fx48gtn";"many_one";"GSold";"2";"1266.4850000001024";"false";"old";1;"10";"incorrect";"2_2/CS1"
"11907";323;"memory2";"7y8fx48gtn";"many_one";"CS";"4";"892.9300000017975";"false";"old";1;"11";"correct";"4_2/CS2"
"11910";326;"memory2";"7y8fx48gtn";"many_one";"GSold";"2";"782.8649999864865";"false";"new";0;"12";"correct";"2_2/CS7"
"11913";329;"memory2";"7y8fx48gtn";"many_one";"GSold";"3";"1711.6249999962747";"false";"new";0;"13";"correct";"3_2/CS4"
"11916";332;"memory2";"7y8fx48gtn";"many_one";"GSold";"1";"816.3249999925029";"false";"new";0;"14";"correct";"1_2/CS6"
"11919";335;"memory2";"7y8fx48gtn";"many_one";"GSold";"3";"872.0650000032037";"false";"new";0;"15";"correct";"3_2/CS5"
"11922";338;"memory2";"7y8fx48gtn";"many_one";"GSold";"4";"712.2500000114087";"false";"new";0;"16";"correct";"4_2/CS5"
"11925";341;"memory2";"7y8fx48gtn";"many_one";"CS";"1";"876.2649999989662";"false";"old";1;"17";"correct";"1_2/CS4"
"11928";344;"memory2";"7y8fx48gtn";"many_one";"CS";"2";"773.8200000021607";"false";"old";1;"18";"correct";"2_2/CS9"
"11931";347;"memory2";"7y8fx48gtn";"many_one";"GSold";"4";"743.5800000093877";"false";"new";0;"19";"correct";"4_2/CS10"
"12576";290;"memory2";"7z33uxwdw1";"one_one";"distractor";NA;"1027.605000003241";"false";"new";0;"0";"correct";"distractor_2/dis2"
"12579";293;"memory2";"7z33uxwdw1";"one_one";"GSold";"3";"593.1350000025705";"false";"new";0;"1";"correct";"3_2/CS4"
"12582";296;"memory2";"7z33uxwdw1";"one_one";"GSold";"1";"703.629999996163";"false";"new";0;"2";"correct";"1_2/CS8"
"12585";299;"memory2";"7z33uxwdw1";"one_one";"GSold";"4";"815.3450000025332";"false";"new";0;"3";"correct";"4_2/CS4"
"12588";302;"memory2";"7z33uxwdw1";"one_one";"distractor";NA;"631.4900000002235";"false";"new";0;"4";"correct";"distractor_2/dis3"
"12591";305;"memory2";"7z33uxwdw1";"one_one";"GSold";"2";"1021.6399999987334";"false";"new";0;"5";"correct";"2_2/CS9"
"12594";308;"memory2";"7z33uxwdw1";"one_one";"GSold";"2";"888.7150000017136";"false";"old";1;"6";"incorrect";"2_2/CS5"
"12597";311;"memory2";"7z33uxwdw1";"one_one";"CS";"4";"879.2949999980628";"false";"old";1;"7";"correct";"4_2/CS3"
"12600";314;"memory2";"7z33uxwdw1";"one_one";"CS";"3";"673.6849999949336";"false";"old";1;"8";"correct";"3_2/CS3"
"12603";317;"memory2";"7z33uxwdw1";"one_one";"CS";"1";"561.339999999851";"false";"old";1;"9";"correct";"1_2/CS10"
"12606";320;"memory2";"7z33uxwdw1";"one_one";"GSold";"4";"893.2050000000745";"false";"new";0;"10";"correct";"4_2/CS8"
"12609";323;"memory2";"7z33uxwdw1";"one_one";"GSold";"4";"603.5550000015646";"false";"new";0;"11";"correct";"4_2/CS7"
"12612";326;"memory2";"7z33uxwdw1";"one_one";"CS";"2";"862.2400000020862";"false";"old";1;"12";"correct";"2_2/CS3"
"12615";329;"memory2";"7z33uxwdw1";"one_one";"GSold";"1";"695.8099999977276";"false";"new";0;"13";"correct";"1_2/CS4"
"12618";332;"memory2";"7z33uxwdw1";"one_one";"GSold";"1";"841.019999999553";"false";"new";0;"14";"correct";"1_2/CS6"
"12621";335;"memory2";"7z33uxwdw1";"one_one";"distractor";NA;"515.9749999940395";"false";"new";0;"15";"correct";"distractor_2/dis1"
"12624";338;"memory2";"7z33uxwdw1";"one_one";"GSold";"3";"723.7950000055134";"false";"new";0;"16";"correct";"3_2/CS1"
"12627";341;"memory2";"7z33uxwdw1";"one_one";"GSold";"3";"625.4149999953806";"false";"new";0;"17";"correct";"3_2/CS5"
"12630";344;"memory2";"7z33uxwdw1";"one_one";"GSold";"2";"727.9249999988824";"false";"new";0;"18";"correct";"2_2/CS4"
"12633";347;"memory2";"7z33uxwdw1";"one_one";"distractor";NA;"559.4750000014901";"false";"new";0;"19";"correct";"distractor_2/dis4"
"12927";290;"memory2";"89zcx0q07p";"one_one";"CS";"3";"701.3349999906495";"false";"old";1;"0";"correct";"3_2/CS1"
"12930";293;"memory2";"89zcx0q07p";"one_one";"GSold";"2";"474.7699999716133";"false";"new";0;"1";"correct";"2_2/CS3"
"12933";296;"memory2";"89zcx0q07p";"one_one";"CS";"1";"743.3750000200234";"false";"old";1;"2";"correct";"1_2/CS7"
"12936";299;"memory2";"89zcx0q07p";"one_one";"distractor";NA;"637.7399999764748";"false";"new";0;"3";"correct";"distractor_2/dis2"
"12939";302;"memory2";"89zcx0q07p";"one_one";"GSold";"3";"515.7250000047497";"false";"new";0;"4";"correct";"3_2/CS6"
"12942";305;"memory2";"89zcx0q07p";"one_one";"GSold";"4";"572.0099999452941";"false";"new";0;"5";"correct";"4_2/CS2"
"12945";308;"memory2";"89zcx0q07p";"one_one";"distractor";NA;"488.744999980554";"false";"new";0;"6";"correct";"distractor_2/dis4"
"12948";311;"memory2";"89zcx0q07p";"one_one";"GSold";"4";"506.12499995622784";"false";"new";0;"7";"correct";"4_2/CS1"
"12951";314;"memory2";"89zcx0q07p";"one_one";"GSold";"2";"478.7750000250526";"false";"new";0;"8";"correct";"2_2/CS2"
"12954";317;"memory2";"89zcx0q07p";"one_one";"GSold";"1";"514.0450000180863";"false";"new";0;"9";"correct";"1_2/CS10"
"12957";320;"memory2";"89zcx0q07p";"one_one";"CS";"2";"605.6749999988824";"false";"old";1;"10";"correct";"2_2/CS9"
"12960";323;"memory2";"89zcx0q07p";"one_one";"distractor";NA;"558.5899999714456";"false";"new";0;"11";"correct";"distractor_2/dis1"
"12963";326;"memory2";"89zcx0q07p";"one_one";"distractor";NA;"479.894999996759";"false";"new";0;"12";"correct";"distractor_2/dis3"
"12966";329;"memory2";"89zcx0q07p";"one_one";"GSold";"3";"544.7900000144728";"false";"new";0;"13";"correct";"3_2/CS4"
"12969";332;"memory2";"89zcx0q07p";"one_one";"CS";"4";"615.3150000027381";"false";"old";1;"14";"correct";"4_2/CS5"
"12972";335;"memory2";"89zcx0q07p";"one_one";"GSold";"2";"561.3550000125542";"false";"new";0;"15";"correct";"2_2/CS6"
"12975";338;"memory2";"89zcx0q07p";"one_one";"GSold";"1";"439.50999999651685";"false";"new";0;"16";"correct";"1_2/CS4"
"12978";341;"memory2";"89zcx0q07p";"one_one";"GSold";"1";"448.57500004582107";"false";"new";0;"17";"correct";"1_2/CS3"
"12981";344;"memory2";"89zcx0q07p";"one_one";"GSold";"4";"519.5749999838881";"false";"new";0;"18";"correct";"4_2/CS6"
"12984";347;"memory2";"89zcx0q07p";"one_one";"GSold";"3";"446.04499998968095";"false";"new";0;"19";"correct";"3_2/CS3"
"13278";290;"memory2";"8d3rn7jk9e";"many_one";"distractor";NA;"967.2149999532849";"false";"new";0;"0";"correct";"distractor_2/dis3"
"13281";293;"memory2";"8d3rn7jk9e";"many_one";"distractor";NA;"761.0450000502169";"false";"new";0;"1";"correct";"distractor_2/dis2"
"13284";296;"memory2";"8d3rn7jk9e";"many_one";"GSold";"3";"709.5149999950081";"false";"new";0;"2";"correct";"3_2/CS4"
"13287";299;"memory2";"8d3rn7jk9e";"many_one";"GSold";"3";"698.0099999345839";"false";"new";0;"3";"correct";"3_2/CS8"
"13290";302;"memory2";"8d3rn7jk9e";"many_one";"CS";"2";"687.4400000087917";"false";"old";1;"4";"correct";"2_2/CS5"
"13293";305;"memory2";"8d3rn7jk9e";"many_one";"GSold";"3";"565.0349999777973";"false";"new";0;"5";"correct";"3_2/CS1"
"13296";308;"memory2";"8d3rn7jk9e";"many_one";"GSold";"1";"1505.9299999848008";"false";"new";0;"6";"correct";"1_2/CS10"
"13299";311;"memory2";"8d3rn7jk9e";"many_one";"CS";"4";"614.0699998941272";"false";"old";1;"7";"correct";"4_2/CS8"
"13302";314;"memory2";"8d3rn7jk9e";"many_one";"GSold";"4";"552.6000000536442";"false";"new";0;"8";"correct";"4_2/CS4"
"13305";317;"memory2";"8d3rn7jk9e";"many_one";"CS";"3";"724.3799997959286";"false";"old";1;"9";"correct";"3_2/CS3"
"13308";320;"memory2";"8d3rn7jk9e";"many_one";"CS";"1";"594.380000140518";"false";"old";1;"10";"correct";"1_2/CS1"
"13311";323;"memory2";"8d3rn7jk9e";"many_one";"GSold";"2";"620.7200000062585";"false";"new";0;"11";"correct";"2_2/CS3"
"13314";326;"memory2";"8d3rn7jk9e";"many_one";"GSold";"4";"763.2100000046194";"false";"new";0;"12";"correct";"4_2/CS3"
"13317";329;"memory2";"8d3rn7jk9e";"many_one";"GSold";"1";"694.1949999891222";"false";"new";0;"13";"correct";"1_2/CS4"
"13320";332;"memory2";"8d3rn7jk9e";"many_one";"distractor";NA;"558.6699999403208";"false";"new";0;"14";"correct";"distractor_2/dis1"
"13323";335;"memory2";"8d3rn7jk9e";"many_one";"GSold";"4";"662.8750001545995";"false";"new";0;"15";"correct";"4_2/CS5"
"13326";338;"memory2";"8d3rn7jk9e";"many_one";"GSold";"2";"569.965000031516";"false";"new";0;"16";"correct";"2_2/CS6"
"13329";341;"memory2";"8d3rn7jk9e";"many_one";"distractor";NA;"532.7999999281019";"false";"new";0;"17";"correct";"distractor_2/dis4"
"13332";344;"memory2";"8d3rn7jk9e";"many_one";"GSold";"2";"548.0949999764562";"false";"new";0;"18";"correct";"2_2/CS10"
"13335";347;"memory2";"8d3rn7jk9e";"many_one";"GSold";"1";"543.6850001569837";"false";"new";0;"19";"correct";"1_2/CS6"
"13629";290;"memory2";"8kamurgyts";"one_one";"GSold";"3";"1435";"false";"new";0;"0";"correct";"3_2/CS7"
"13632";293;"memory2";"8kamurgyts";"one_one";"GSold";"4";"721";"false";"new";0;"1";"correct";"4_2/CS7"
"13635";296;"memory2";"8kamurgyts";"one_one";"distractor";NA;"644";"false";"new";0;"2";"correct";"distractor_2/dis3"
"13638";299;"memory2";"8kamurgyts";"one_one";"distractor";NA;"559";"false";"new";0;"3";"correct";"distractor_2/dis4"
"13641";302;"memory2";"8kamurgyts";"one_one";"GSold";"1";"590";"false";"new";0;"4";"correct";"1_2/CS1"
"13644";305;"memory2";"8kamurgyts";"one_one";"GSold";"2";"510";"false";"new";0;"5";"correct";"2_2/CS7"
"13647";308;"memory2";"8kamurgyts";"one_one";"CS";"2";"703";"false";"old";1;"6";"correct";"2_2/CS10"
"13650";311;"memory2";"8kamurgyts";"one_one";"GSold";"2";"623";"false";"new";0;"7";"correct";"2_2/CS1"
"13653";314;"memory2";"8kamurgyts";"one_one";"CS";"4";"782";"false";"old";1;"8";"correct";"4_2/CS10"
"13656";317;"memory2";"8kamurgyts";"one_one";"GSold";"1";"617";"false";"new";0;"9";"correct";"1_2/CS10"
"13659";320;"memory2";"8kamurgyts";"one_one";"GSold";"4";"636";"false";"new";0;"10";"correct";"4_2/CS9"
"13662";323;"memory2";"8kamurgyts";"one_one";"distractor";NA;"623";"false";"new";0;"11";"correct";"distractor_2/dis2"
"13665";326;"memory2";"8kamurgyts";"one_one";"GSold";"1";"581";"false";"new";0;"12";"correct";"1_2/CS6"
"13668";329;"memory2";"8kamurgyts";"one_one";"CS";"1";"727";"false";"old";1;"13";"correct";"1_2/CS3"
"13671";332;"memory2";"8kamurgyts";"one_one";"CS";"3";"456";"false";"old";1;"14";"correct";"3_2/CS4"
"13674";335;"memory2";"8kamurgyts";"one_one";"distractor";NA;"569";"false";"new";0;"15";"correct";"distractor_2/dis1"
"13677";338;"memory2";"8kamurgyts";"one_one";"GSold";"2";"668";"false";"new";0;"16";"correct";"2_2/CS5"
"13680";341;"memory2";"8kamurgyts";"one_one";"GSold";"3";"577";"false";"new";0;"17";"correct";"3_2/CS9"
"13683";344;"memory2";"8kamurgyts";"one_one";"GSold";"4";"515";"false";"new";0;"18";"correct";"4_2/CS2"
"13686";347;"memory2";"8kamurgyts";"one_one";"GSold";"3";"554";"false";"new";0;"19";"correct";"3_2/CS3"
"13980";290;"memory2";"8ohfauxu5x";"one_one";"distractor";NA;"1558.7850000010803";"false";"new";0;"0";"correct";"distractor_2/dis1"
"13983";293;"memory2";"8ohfauxu5x";"one_one";"CS";"3";"995.7299999950919";"false";"old";1;"1";"correct";"3_2/CS4"
"13986";296;"memory2";"8ohfauxu5x";"one_one";"GSold";"4";"1002.4649999977555";"false";"new";0;"2";"correct";"4_2/CS1"
"13989";299;"memory2";"8ohfauxu5x";"one_one";"GSold";"4";"1042.9599999915808";"false";"new";0;"3";"correct";"4_2/CS4"
"13992";302;"memory2";"8ohfauxu5x";"one_one";"GSold";"2";"939.0449999773409";"false";"new";0;"4";"correct";"2_2/CS1"
"13995";305;"memory2";"8ohfauxu5x";"one_one";"GSold";"1";"948.9449999819044";"false";"new";0;"5";"correct";"1_2/CS3"
"13998";308;"memory2";"8ohfauxu5x";"one_one";"GSold";"2";"1060.0600000179838";"false";"new";0;"6";"correct";"2_2/CS9"
"14001";311;"memory2";"8ohfauxu5x";"one_one";"GSold";"3";"562.1699999901466";"false";"new";0;"7";"correct";"3_2/CS1"
"14004";314;"memory2";"8ohfauxu5x";"one_one";"distractor";NA;"690.0500000047032";"false";"new";0;"8";"correct";"distractor_2/dis3"
"14007";317;"memory2";"8ohfauxu5x";"one_one";"GSold";"1";"576.4149999886286";"false";"new";0;"9";"correct";"1_2/CS2"
"14010";320;"memory2";"8ohfauxu5x";"one_one";"distractor";NA;"792.6300000108313";"false";"new";0;"10";"correct";"distractor_2/dis4"
"14013";323;"memory2";"8ohfauxu5x";"one_one";"GSold";"1";"558.8099999877159";"false";"new";0;"11";"correct";"1_2/CS6"
"14016";326;"memory2";"8ohfauxu5x";"one_one";"CS";"1";"3078.3250000094995";"false";"old";1;"12";"correct";"1_2/CS4"
"14019";329;"memory2";"8ohfauxu5x";"one_one";"GSold";"3";"726.1849999777041";"false";"new";0;"13";"correct";"3_2/CS5"
"14022";332;"memory2";"8ohfauxu5x";"one_one";"CS";"2";"null";"true";"miss";NA;"14";"miss";"2_2/CS2"
"14025";335;"memory2";"8ohfauxu5x";"one_one";"CS";"4";"1252.3849999997765";"false";"old";1;"15";"correct";"4_2/CS9"
"14028";338;"memory2";"8ohfauxu5x";"one_one";"GSold";"3";"699.0350000269245";"false";"new";0;"16";"correct";"3_2/CS8"
"14031";341;"memory2";"8ohfauxu5x";"one_one";"GSold";"2";"972.1150000113994";"false";"new";0;"17";"correct";"2_2/CS10"
"14034";344;"memory2";"8ohfauxu5x";"one_one";"GSold";"4";"839.8450000095181";"false";"new";0;"18";"correct";"4_2/CS6"
"14037";347;"memory2";"8ohfauxu5x";"one_one";"distractor";NA;"738.8349999964703";"false";"new";0;"19";"correct";"distractor_2/dis2"
"14331";290;"memory2";"8tklqdnvk2";"many_one";"GSold";"4";"950";"false";"new";0;"0";"correct";"4_2/CS10"
"14334";293;"memory2";"8tklqdnvk2";"many_one";"GSold";"1";"893";"false";"new";0;"1";"correct";"1_2/CS3"
"14337";296;"memory2";"8tklqdnvk2";"many_one";"GSold";"2";"1121";"false";"new";0;"2";"correct";"2_2/CS4"
"14340";299;"memory2";"8tklqdnvk2";"many_one";"GSold";"2";"959";"false";"new";0;"3";"correct";"2_2/CS5"
"14343";302;"memory2";"8tklqdnvk2";"many_one";"GSold";"4";"951";"false";"new";0;"4";"correct";"4_2/CS3"
"14346";305;"memory2";"8tklqdnvk2";"many_one";"CS";"3";"760";"false";"old";1;"5";"correct";"3_2/CS8"
"14349";308;"memory2";"8tklqdnvk2";"many_one";"GSold";"2";"829";"false";"new";0;"6";"correct";"2_2/CS3"
"14352";311;"memory2";"8tklqdnvk2";"many_one";"GSold";"1";"946";"false";"new";0;"7";"correct";"1_2/CS7"
"14355";314;"memory2";"8tklqdnvk2";"many_one";"CS";"2";"1004";"false";"old";1;"8";"correct";"2_2/CS8"
"14358";317;"memory2";"8tklqdnvk2";"many_one";"GSold";"3";"705";"false";"new";0;"9";"correct";"3_2/CS10"
"14361";320;"memory2";"8tklqdnvk2";"many_one";"GSold";"1";"1514";"false";"new";0;"10";"correct";"1_2/CS2"
"14364";323;"memory2";"8tklqdnvk2";"many_one";"CS";"1";"726";"false";"old";1;"11";"correct";"1_2/CS1"
"14367";326;"memory2";"8tklqdnvk2";"many_one";"distractor";NA;"928";"false";"new";0;"12";"correct";"distractor_2/dis3"
"14370";329;"memory2";"8tklqdnvk2";"many_one";"CS";"4";"1212";"false";"old";1;"13";"correct";"4_2/CS2"
"14373";332;"memory2";"8tklqdnvk2";"many_one";"GSold";"4";"780";"false";"new";0;"14";"correct";"4_2/CS4"
"14376";335;"memory2";"8tklqdnvk2";"many_one";"GSold";"3";"890";"false";"new";0;"15";"correct";"3_2/CS5"
"14379";338;"memory2";"8tklqdnvk2";"many_one";"distractor";NA;"972";"false";"new";0;"16";"correct";"distractor_2/dis1"
"14382";341;"memory2";"8tklqdnvk2";"many_one";"GSold";"3";"775";"false";"new";0;"17";"correct";"3_2/CS6"
"14385";344;"memory2";"8tklqdnvk2";"many_one";"distractor";NA;"1014";"false";"new";0;"18";"correct";"distractor_2/dis2"
"14388";347;"memory2";"8tklqdnvk2";"many_one";"distractor";NA;"1346";"false";"new";0;"19";"correct";"distractor_2/dis4"
"14682";290;"memory2";"8u00funta1";"one_one";"GSold";"3";"686";"false";"new";0;"0";"correct";"3_2/CS4"
"14685";293;"memory2";"8u00funta1";"one_one";"distractor";NA;"745";"false";"new";0;"1";"correct";"distractor_2/dis2"
"14688";296;"memory2";"8u00funta1";"one_one";"GSold";"2";"571";"false";"new";0;"2";"correct";"2_2/CS1"
"14691";299;"memory2";"8u00funta1";"one_one";"CS";"2";"510";"false";"old";1;"3";"correct";"2_2/CS2"
"14694";302;"memory2";"8u00funta1";"one_one";"GSold";"3";"472";"false";"new";0;"4";"correct";"3_2/CS9"
"14697";305;"memory2";"8u00funta1";"one_one";"GSold";"2";"509";"false";"new";0;"5";"correct";"2_2/CS3"
"14700";308;"memory2";"8u00funta1";"one_one";"distractor";NA;"494";"false";"new";0;"6";"correct";"distractor_2/dis1"
"14703";311;"memory2";"8u00funta1";"one_one";"GSold";"3";"466";"false";"new";0;"7";"correct";"3_2/CS2"
"14706";314;"memory2";"8u00funta1";"one_one";"distractor";NA;"476";"false";"new";0;"8";"correct";"distractor_2/dis4"
"14709";317;"memory2";"8u00funta1";"one_one";"CS";"3";"551";"false";"old";1;"9";"correct";"3_2/CS3"
"14712";320;"memory2";"8u00funta1";"one_one";"GSold";"1";"491.9999999998836";"false";"new";0;"10";"correct";"1_2/CS3"
"14715";323;"memory2";"8u00funta1";"one_one";"GSold";"1";"587.9999999998836";"false";"new";0;"11";"correct";"1_2/CS9"
"14718";326;"memory2";"8u00funta1";"one_one";"CS";"4";"418.9999999998836";"false";"new";0;"12";"incorrect";"4_2/CS9"
"14721";329;"memory2";"8u00funta1";"one_one";"GSold";"4";"489";"false";"new";0;"13";"correct";"4_2/CS7"
"14724";332;"memory2";"8u00funta1";"one_one";"GSold";"4";"553";"false";"new";0;"14";"correct";"4_2/CS2"
"14727";335;"memory2";"8u00funta1";"one_one";"CS";"1";"610";"false";"old";1;"15";"correct";"1_2/CS7"
"14730";338;"memory2";"8u00funta1";"one_one";"GSold";"2";"549";"false";"new";0;"16";"correct";"2_2/CS9"
"14733";341;"memory2";"8u00funta1";"one_one";"GSold";"1";"532.9999999998836";"false";"new";0;"17";"correct";"1_2/CS10"
"14736";344;"memory2";"8u00funta1";"one_one";"distractor";NA;"496";"false";"new";0;"18";"correct";"distractor_2/dis3"
"14739";347;"memory2";"8u00funta1";"one_one";"GSold";"4";"596";"false";"new";0;"19";"correct";"4_2/CS10"
"15033";290;"memory2";"93cnnb8ppd";"many_one";"CS";"3";"597.8299999989104";"false";"old";1;"0";"correct";"3_2/CS4"
"15036";293;"memory2";"93cnnb8ppd";"many_one";"distractor";NA;"547.1050000051036";"false";"new";0;"1";"correct";"distractor_2/dis4"
"15039";296;"memory2";"93cnnb8ppd";"many_one";"GSold";"2";"968.7549999944167";"false";"new";0;"2";"correct";"2_2/CS3"
"15042";299;"memory2";"93cnnb8ppd";"many_one";"GSold";"2";"919.6349999983795";"false";"new";0;"3";"correct";"2_2/CS5"
"15045";302;"memory2";"93cnnb8ppd";"many_one";"GSold";"3";"1103.4999999974389";"false";"new";0;"4";"correct";"3_2/CS3"
"15048";305;"memory2";"93cnnb8ppd";"many_one";"CS";"4";"806.599999996135";"false";"old";1;"5";"correct";"4_2/CS1"
"15051";308;"memory2";"93cnnb8ppd";"many_one";"GSold";"4";"804.8850000050152";"false";"new";0;"6";"correct";"4_2/CS4"
"15054";311;"memory2";"93cnnb8ppd";"many_one";"GSold";"1";"865.3400000039255";"false";"old";1;"7";"incorrect";"1_2/CS10"
"15057";314;"memory2";"93cnnb8ppd";"many_one";"CS";"1";"582.2100000004284";"false";"old";1;"8";"correct";"1_2/CS2"
"15060";317;"memory2";"93cnnb8ppd";"many_one";"distractor";NA;"823.6350000007078";"false";"new";0;"9";"correct";"distractor_2/dis3"
"15063";320;"memory2";"93cnnb8ppd";"many_one";"GSold";"3";"867.2100000040373";"false";"new";0;"10";"correct";"3_2/CS10"
"15066";323;"memory2";"93cnnb8ppd";"many_one";"GSold";"1";"836.5649999977322";"false";"old";1;"11";"incorrect";"1_2/CS8"
"15069";326;"memory2";"93cnnb8ppd";"many_one";"GSold";"1";"780.5550000048243";"false";"new";0;"12";"correct";"1_2/CS4"
"15072";329;"memory2";"93cnnb8ppd";"many_one";"CS";"2";"864.0050000031479";"false";"old";1;"13";"correct";"2_2/CS6"
"15075";332;"memory2";"93cnnb8ppd";"many_one";"distractor";NA;"930.6999999971595";"false";"new";0;"14";"correct";"distractor_2/dis1"
"15078";335;"memory2";"93cnnb8ppd";"many_one";"GSold";"4";"470.6149999983609";"false";"old";1;"15";"incorrect";"4_2/CS10"
"15081";338;"memory2";"93cnnb8ppd";"many_one";"GSold";"2";"398.5000000030268";"false";"new";0;"16";"correct";"2_2/CS10"
"15084";341;"memory2";"93cnnb8ppd";"many_one";"GSold";"4";"467.32999999949243";"false";"new";0;"17";"correct";"4_2/CS9"
"15087";344;"memory2";"93cnnb8ppd";"many_one";"distractor";NA;"949.3350000048522";"false";"new";0;"18";"correct";"distractor_2/dis2"
"15090";347;"memory2";"93cnnb8ppd";"many_one";"GSold";"3";"673.7500000018626";"false";"old";1;"19";"incorrect";"3_2/CS8"
"15384";290;"memory2";"950l9uw735";"many_one";"GSold";"4";"940.3949999250472";"false";"new";0;"0";"correct";"4_2/CS5"
"15387";293;"memory2";"950l9uw735";"many_one";"CS";"4";"602.0349999889731";"false";"old";1;"1";"correct";"4_2/CS6"
"15390";296;"memory2";"950l9uw735";"many_one";"GSold";"3";"614.9500000756234";"false";"new";0;"2";"correct";"3_2/CS6"
"15393";299;"memory2";"950l9uw735";"many_one";"GSold";"3";"898.6299999523908";"false";"new";0;"3";"correct";"3_2/CS5"
"15396";302;"memory2";"950l9uw735";"many_one";"GSold";"4";"803.1899998895824";"false";"new";0;"4";"correct";"4_2/CS2"
"15399";305;"memory2";"950l9uw735";"many_one";"distractor";NA;"832.060000160709";"false";"new";0;"5";"correct";"distractor_2/dis1"
"15402";308;"memory2";"950l9uw735";"many_one";"GSold";"1";"647.8750000242144";"false";"new";0;"6";"correct";"1_2/CS2"
"15405";311;"memory2";"950l9uw735";"many_one";"GSold";"1";"636.9300000369549";"false";"new";0;"7";"correct";"1_2/CS7"
"15408";314;"memory2";"950l9uw735";"many_one";"GSold";"2";"702.9150000307709";"false";"new";0;"8";"correct";"2_2/CS3"
"15411";317;"memory2";"950l9uw735";"many_one";"distractor";NA;"569.4349999539554";"false";"new";0;"9";"correct";"distractor_2/dis2"
"15414";320;"memory2";"950l9uw735";"many_one";"CS";"3";"672.6350001990795";"false";"old";1;"10";"correct";"3_2/CS8"
"15417";323;"memory2";"950l9uw735";"many_one";"GSold";"2";"976.5850000549108";"false";"new";0;"11";"correct";"2_2/CS8"
"15420";326;"memory2";"950l9uw735";"many_one";"GSold";"3";"694.6350000798702";"false";"new";0;"12";"correct";"3_2/CS4"
"15423";329;"memory2";"950l9uw735";"many_one";"GSold";"1";"528.2900000456721";"false";"new";0;"13";"correct";"1_2/CS8"
"15426";332;"memory2";"950l9uw735";"many_one";"GSold";"4";"1192.754999967292";"false";"new";0;"14";"correct";"4_2/CS8"
"15429";335;"memory2";"950l9uw735";"many_one";"distractor";NA;"583.9649999979883";"false";"new";0;"15";"correct";"distractor_2/dis3"
"15432";338;"memory2";"950l9uw735";"many_one";"GSold";"2";"576.4800000470132";"false";"new";0;"16";"correct";"2_2/CS7"
"15435";341;"memory2";"950l9uw735";"many_one";"CS";"2";"656.9950000848621";"false";"old";1;"17";"correct";"2_2/CS9"
"15438";344;"memory2";"950l9uw735";"many_one";"CS";"1";"1210.0349999964237";"false";"old";1;"18";"correct";"1_2/CS9"
"15441";347;"memory2";"950l9uw735";"many_one";"distractor";NA;"577.9999999795109";"false";"new";0;"19";"correct";"distractor_2/dis4"
"15735";290;"memory2";"95fgqg4qjj";"one_one";"CS";"4";"1281.6550000570714";"false";"old";1;"0";"correct";"4_2/CS3"
